Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,France,FRA,-1646425318.15532
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,French Polynesia,PYF,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gabon,GAB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Gambia, The",GMB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Georgia,GEO,-1255349101.62
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Germany,DEU,62608628930.5175
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gibraltar,GIB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greece,GRC,990703726.429243
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greenland,GRL,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Grenada,GRD,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guam,GUM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea,GIN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea-Bissau,GNB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guyana,GUY,-116958230
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Heavily indebted poor countries (HIPC),HPC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,High income,HIC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Hong Kong SAR, China",HKG,-119748324747.375
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Hungary,HUN,-1916340138.14877
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,IBRD only,IBD,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iceland,ISL,-611301522.454943
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,IDA & IBRD total,IBT,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,IDA blend,IDB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,IDA only,IDX,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,IDA total,IDA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Iran, Islamic Rep.",IRN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iraq,IRQ,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ireland,IRL,-20249872617.7733
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Isle of Man,IMY,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Israel,ISR,-1626100000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Italy,ITA,1066725286.36166
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jamaica,JAM,-931386721.231221
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Japan,JPN,130781791539.411
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jordan,JOR,-1273802816.90141
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kazakhstan,KAZ,-3390381553.78901
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kiribati,KIR,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Korea, Dem. People’s Rep.",PRK,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Korea, Rep.",KOR,22597800000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kosovo,KSV,-319275932.281084
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kuwait,KWT,5154974475.20378
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lao PDR,LAO,-1079144682.35334
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Late-demographic dividend,LTE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Latin America & Caribbean,LCN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Latin America & Caribbean (excluding high income),LAC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Latvia,LVA,-635862920.424117
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Least developed countries: UN classification,LDC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lebanon,LBN,-1722151183.72679
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lesotho,LSO,-113219241.034369
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Liberia,LBR,-721033135.436906
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Libya,LBY,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Liechtenstein,LIE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lithuania,LTU,-789739198.874638
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Low & middle income,LMY,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Low income,LIC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lower middle income,LMC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Luxembourg,LUX,211102109927.49
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Macao SAR, China",MAC,-435920329.401341
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Macedonia, FYR",MKD,-230313801.403734
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Malawi,MWI,-520429401.204702
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Malaysia,MYS,-1075213447.7232
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Maldives,MDV,-323872391.473893
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mali,MLI,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Malta,MLT,-9810957286.46104
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Marshall Islands,MHL,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mauritania,MRT,-501726765.733819
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mauritius,MUS,-356592085.782744
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Micronesia, Fed. Sts.",FSM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Middle East & North Africa,MEA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Middle East & North Africa (excluding high income),MNA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Middle income,MIC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Moldova,MDA,-227940000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Monaco,MCO,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Montenegro,MNE,-687343510.06703
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Mozambique,MOZ,-3866831986.83
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Namibia,NAM,-948544600.840412
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Nauru,NRU,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Netherlands,NLD,9594525634.48377
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,New Caledonia,NCL,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,New Zealand,NZL,220640385.754367
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,North America,NAC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Northern Mariana Islands,MNP,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Norway,NOR,18779734319.3179
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Not classified,INX,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,OECD members,OED,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Oman,OMN,2985949169.87982
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Other small states,OSS,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Pacific island small states,PSS,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Palau,PLW,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Panama,PAN,-4586000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Papua New Guinea,PNG,-203582439.268726
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Poland,POL,-9815000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Portugal,PRT,-1042965188.22165
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Post-demographic dividend,PST,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Pre-demographic dividend,PRE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Puerto Rico,PRI,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Qatar,QAT,2952472527.47253
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Romania,ROM,-3287453781.97355
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Russian Federation,RUS,15710010000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Samoa,WSM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,San Marino,SMR,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sao Tome and Principe,STP,-26592381.0577146
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Saudi Arabia,SAU,-2620698333.33333
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Serbia,SRB,-2000629971.55199
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Seychelles,SYC,-192959276.437493
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sierra Leone,SLE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Singapore,SGP,-29777462586.1473
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sint Maarten (Dutch part),SXM,-27664804.4692737
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Slovak Republic,SVK,6431971.15759212
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Slovenia,SVN,-1370123685.19242
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Small states,SST,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Solomon Islands,SLB,-27508876.5557426
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Somalia,SOM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Africa,ZAF,3551758121.96828
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Asia,SAS,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Asia (IDA & IBRD),TSA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,South Sudan,SSD,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Spain,ESP,32529145626.3586
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Kitts and Nevis,KNA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Lucia,LCA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Martin (French part),MAF,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,St. Vincent and the Grenadines,VCT,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sub-Saharan Africa,SSF,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sub-Saharan Africa (excluding high income),SSA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sudan,SDN,-1736764247.43067
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Suriname,SUR,-279972583.147561
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Swaziland,SWZ,-32902827.0885812
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Sweden,SWE,13341164867.3961
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Switzerland,CHE,2005482615.22441
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Syrian Arab Republic,SYR,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tajikistan,TJK,-426147890
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Thailand,THA,-4012465453
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Timor-Leste,TMP,-30328730.5734013
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tonga,TON,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Trinidad and Tobago,TTO,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tunisia,TUN,-965678965.143695
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Turkey,TUR,-11862000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Turkmenistan,TKM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Turks and Caicos Islands,TCA,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Tuvalu,TUV,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ukraine,UKR,-3012000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United Arab Emirates,ARE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United Kingdom,GBR,-114476182244.402
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,United States,USA,-30787000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Upper middle income,UMC,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Uruguay,URY,-1292601933.49294
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Uzbekistan,UZB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Vanuatu,VUT,-29505200.9901399
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Venezuela, RB",VEN,-2710000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Virgin Islands (U.S.),VIR,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,West Bank and Gaza,WBG,65073314.4511959
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,World,WLD,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Yemen, Rep.",YEM,15444808.3545508
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Zambia,ZMB,-1724246017.62667
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Zimbabwe,ZWE,-399200000
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,India,IND,6030
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bangladesh,BGD,3560
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Pakistan,PAK,5320
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mexico,MEX,16860
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Vietnam,VNM,5720
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Peru,PER,12060
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Colombia,COL,13550
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Philippines,PHL,8940
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Nepal,NPL,2500
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Brazil,BRA,15050
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cambodia,KHM,3300
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ecuador,ECU,11270
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bolivia,BOL,6710
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ethiopia,ETH,1620
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Paraguay,PRY,8680
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Nigeria,NGA,5810
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Indonesia,IDN,10700
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Sri Lanka,LKA,11500
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Afghanistan,AFG,1940
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Myanmar,MMR,4930
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Dominican Republic,DOM,13600
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,China,CHN,14390
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bhutan,BTN,7630
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guatemala,GTM,7530
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Nicaragua,NIC,5060
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Chile,CHL,22760
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kenya,KEN,3070
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Honduras,HND,4750
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Benin,BEN,2050
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Azerbaijan,AZE,17170
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Ghana,GHA,4080
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,El Salvador,SLV,8240
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Uganda,UGA,1820
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Tanzania,TZA,2630
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Haiti,HTI,1760
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Togo,TGO,1330
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Senegal,SEN,2380
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Congo, Dem. Rep.",ZAR,720
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Madagascar,MDG,1410
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Mongolia,MNG,11220
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Niger,NER,950
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Morocco,MAR,7690
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cameroon,CMR,3070
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Burkina Faso,BFA,1660
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Kyrgyz Republic,KGZ,3310
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Egypt, Arab Rep.",EGY,10710
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Armenia,ARM,8770
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Rwanda,RWA,1720
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Albania,ALB,11310
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Algeria,DZA,14310
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,American Samoa,ASM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Andorra,ADO,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Angola,AGO,6470
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Antigua and Barbuda,ATG,22280
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Arab World,ARB,16428.8063810517
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Argentina,ARG,20010
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Aruba,ABW,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Australia,AUS,45320
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Austria,AUT,49160
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Bahamas, The",BHS,21970
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bahrain,BHR,38660
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Barbados,BRB,15610
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belarus,BLR,16920
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belgium,BEL,45660
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Belize,BLZ,8020
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bermuda,BMU,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bosnia and Herzegovina,BIH,10900
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Botswana,BWA,15510
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,British Virgin Islands,VGB,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Brunei Darussalam,BRN,82140
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Bulgaria,BGR,17880
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Burundi,BDI,730
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cabo Verde,CPV,6320
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Canada,CAN,43900
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Caribbean small states,CSS,15095.8425125507
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cayman Islands,CYM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Central African Republic,CAF,620
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Central Europe and the Baltics,CEB,25251.3722198911
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Chad,TCD,2110
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Channel Islands,CHI,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Comoros,COM,1490
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Congo, Rep.",COG,6320
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Costa Rica,CRI,14910
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cote d'Ivoire,CIV,3260
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Croatia,HRV,22380
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cuba,CUB,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Curacao,CUW,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Cyprus,CYP,31660
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Czech Republic,CZE,31550
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Denmark,DNK,49240
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Djibouti,DJI,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Dominica,DMA,10500
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Early-demographic dividend,EAR,8613.2413385251
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,East Asia & Pacific,EAS,16127.6412743205
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,East Asia & Pacific (excluding high income),EAP,12893.5172170753
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,13030.1949274741
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Equatorial Guinea,GNQ,27200
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Eritrea,ERI,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Estonia,EST,28390
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Euro area,EMU,41179.3970598869
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Europe & Central Asia,ECS,30039.6890251095
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Europe & Central Asia (excluding high income),ECA,17744.037976851
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,18472.6693242667
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,European Union,EUU,38490.6124818505
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Faroe Islands,FRO,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Fiji,FJI,8850
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Finland,FIN,42600
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Fragile and conflict affected situations,FCS,3875.93139624202
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,France,FRA,41680
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,French Polynesia,PYF,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Gabon,GAB,18880
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,"Gambia, The",GMB,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Georgia,GEO,9340
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Germany,DEU,49090
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Gibraltar,GIB,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Greece,GRC,26530
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Greenland,GRL,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Grenada,GRD,13090
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guam,GUM,..
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guinea,GIN,1120
"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,Guinea-Bissau,GNB,1450
